"iter","draw","step","Prevalence.of.precancerous.lesion","Cancer.incidence","Stage.at.diagnosis","tot_dist","n_good"
1,1,0,-1.40101646525656,0.296225571113844,-0.316833550409718,1.4666220452342,1
1,2,0,-0.407745832969046,-1.47053654701555,-0.0133886815622896,1.52607786734688,0
1,3,0,-0.820833982398853,-0.912431981431826,-0.191331237556252,1.2421385550192,0
1,4,0,-0.178277411261171,0.058721047030619,-0.0600263420528804,0.197063843641106,1
1,5,0,-0.301451970886496,-0.368200330231599,-0.031947953963378,0.476933376580479,0
1,6,0,-0.958642517900623,-0.497346901830524,-0.00564700027247692,1.07999134556687,0
1,7,0,-0.396935564101854,-0.857469529765089,-0.0137818596104704,0.944987712183996,0
1,8,0,-0.227147747937551,-0.712522856862133,-0.0786281689719033,0.751975604590967,0
1,9,0,-2.58545192309004,-1.43546092590407,-0.073533873508082,2.95812727024387,0
1,10,0,-0.896963778383537,0.35025448240056,-0.00919429578009138,0.962967682349022,1
1,11,0,-2.86492637816997,-1.82726866787008,-0.0555724253419139,3.39849999725941,0
1,12,0,-1.66848125228229,-1.97615987824986,-0.356123589914682,2.61072050685547,0
1,13,0,-0.383716179945452,0.128346349613595,0.00175168972808762,0.404615818558752,2
1,14,0,-0.477021528180247,-2.20447382467924,-0.0312895631674291,2.25571128888573,0
1,15,0,-2.27951000090858,-0.889971651214076,-0.00576948234879917,2.44708983716036,0
1,16,0,-0.351302693789314,-0.341539439878675,-0.020569376621646,0.490393587754643,0
1,17,0,-1.59433241253283,-0.702050052796301,0.0000000136983723467335,1.74205916038579,1
1,18,0,-1.71929146074528,-1.17846423715923,-0.0174805693767938,2.08447754978572,0
1,19,0,-1.9962542089838,-0.899583435692097,0.00285852647234894,2.18958658103093,1
1,20,0,-0.315984103354399,0.15455603872158,-0.181396803638599,0.395775596832713,1
1,21,0,-1.33999434263525,-2.14058909565798,-0.0164553066444887,2.52546575741211,0
1,22,0,-0.18324907579215,0.0442680308430297,-0.0617166915548288,0.198365401090691,1
1,23,0,-1.90534285085217,-0.570820816245222,0.000401625790606187,1.98901180108505,1
1,24,0,-1.39039312968709,-1.03095093138288,-0.0375268676598066,1.73131774778538,0
1,25,0,-1.72204725189337,-0.511523564251851,-0.0415856920775885,1.79689522908933,0
1,26,0,-1.00764596194698,-1.53782368080076,-0.163386139219822,1.84579172398969,0
1,27,0,-0.383474768896634,-0.561278515572045,-0.101133340986101,0.687251353641517,0
1,28,0,-0.507953496039211,-1.49417049947573,0.000620753384132647,1.5781516470152,1
1,29,0,-0.614126000353333,0.296565307477828,-0.00393731414856371,0.681995035430687,1
1,30,0,-0.905566013802078,-0.53498091340708,-0.0619129755399198,1.05360694739711,0
1,31,0,-0.660550142594987,0.0910084765634121,-0.0042574305883638,0.666803688804933,1
1,32,0,-1.48745961029862,-0.703129898837852,0.00210093696120974,1.6452757096747,1
1,33,0,-0.212262723921494,-0.572025294647908,-0.0254694758937639,0.61066938345221,0
1,34,0,-1.66213990009029,-0.406193881837453,-0.0505585252807784,1.71179983689475,0
1,35,0,-2.34401968010297,-1.28689970914698,-0.0199417113309794,2.67412355622612,0
1,36,0,-2.05239844311957,-0.999685452083696,0.00188165008633067,2.28291785069775,1
1,37,0,-0.702268288566042,0.266747423610705,-0.0194043195401699,0.751472863612016,1
1,38,0,-3.27122760200794,-2.36256461205291,-0.0312950626966848,4.035296885139,0
1,39,0,-0.439527145058522,0.100321657018227,-0.0308115449371504,0.451882614637465,1
1,40,0,-0.483022050119414,0.01244595466286,-0.0769681489889933,0.489274257086783,1
1,41,0,-0.201637591219787,-0.629096782361684,-0.00512046395117195,0.660641127180119,0
1,42,0,-1.83616239943901,-1.35089951232869,0.000848440234461823,2.27956631168613,1
1,43,0,-0.23521357422956,0.200660181985223,-0.0826857263345431,0.320041971428215,1
1,44,0,-0.456640466289435,-0.527767909190644,-0.025827728532109,0.698374221306618,0
1,45,0,-0.561881005591645,-0.486377474173211,0.000347598519211932,0.74315101604756,1
1,46,0,-1.0223452082202,-1.56315222976508,-0.0265730116951311,1.86797771484054,0
1,47,0,-0.732607102560578,-0.353335778986295,-0.0513449755733162,0.814981991181819,0
1,48,0,-0.275842242604426,-0.904267727227521,0.000119450380602497,0.945404188471079,1
1,49,0,0.0383330644924943,-0.317202064564719,-0.0080416566139948,0.319611079029816,1
1,50,0,-0.159670504182079,-0.444578450666797,-0.101718027059159,0.483209298060226,0
1,51,0,-2.11216827883775,-1.85235143669359,0.0000000405858337100146,2.80935236009106,1
1,52,0,-0.312213087389592,-0.336081008158396,-0.0547103870422145,0.461974763847999,0
1,53,0,-0.110766593891191,0.244647389866554,-0.0115983383464581,0.268804957437865,1
1,54,0,-2.14924181755153,-0.733053968485347,-0.111974077215555,2.27357575307985,0
1,55,0,-1.44232608560013,-1.74577524871295,-0.201461915041836,2.27346050316114,0
1,56,0,-1.48500825503401,-0.607832878307556,-0.0425740634019639,1.6051550941717,0
1,57,0,-1.57638707192924,0.376794897525965,-0.0172090894367564,1.62088455730397,1
1,58,0,-0.349972708134698,-0.230952541085749,-0.00624724820708093,0.419355458749806,0
1,59,0,-3.17052510856726,-0.9371831528423,0.000144311499774371,3.30613698246952,1
1,60,0,-1.32484075289095,-0.682616413389688,-0.0627524552131738,1.49167893964651,0
1,61,0,-2.82110390446332,-1.90980428300609,-0.162998609408822,3.41065216429876,0
1,62,0,-2.46043695441825,-2.18785419473186,-0.171181873477426,3.29693178847849,0
1,63,0,-0.775886780333406,-1.07282523014993,-0.046821699198249,1.32481943745486,0
1,64,0,-0.671573220456436,-1.1463702163893,0.00179109210592764,1.32860019248441,1
1,65,0,-0.140149207521129,0.278869602437076,-0.162936713405388,0.352077304164246,1
1,66,0,-0.52643064557229,-0.309678340594768,-0.0215237072123593,0.61114087508802,0
1,67,0,-1.90420751285547,-4.59634213956038,-0.0307652175313714,4.97527022527656,0
1,68,0,-1.55603185540514,-0.60028517704674,-0.0230820275379083,1.66796588958314,0
1,69,0,-1.03474132748493,-1.02840046027338,-0.00940366117872352,1.45889874574603,0
1,70,0,-1.67054444714663,-1.36530411457091,-0.025513275625835,2.15764339092211,0
1,71,0,-1.21239230619513,-1.41932862341719,-0.0678954459994675,1.8678861413266,0
1,72,0,-0.237209977457997,0.0415807565926326,0.000869141611646653,0.240828337476262,2
1,73,0,-0.61767061014422,-0.245766926718966,0.000527084385333009,0.664769616275268,1
1,74,0,-0.24388210805685,-0.604773039741946,0.00192775436825493,0.652098634000924,1
1,75,0,-2.67205433443435,-2.21157332419937,-0.18540336232414,3.47351483964597,0
1,76,0,0.0772617536443304,0.113185023496347,-0.0644433035668143,0.151437008339014,2
1,77,0,-1.34818884469908,-0.782711107873322,-0.0233223827009988,1.55910030879805,0
1,78,0,-1.9356665856018,-1.38800726596536,-0.0210537827600027,2.38197660835628,0
1,79,0,-1.20687705138055,0.171098267246559,-0.0504516575897273,1.21998860812605,1
1,80,0,-1.08656664806429,-0.863520906679546,-0.00803399327997151,1.38793370951438,0
1,81,0,0.0569450523027984,0.101457961256731,-0.0202284938152968,0.118091696770672,2
1,82,0,-0.156271441670753,-0.953030824609551,0.000636182049503692,0.965758210353615,1
1,83,0,-1.09448682350678,-0.413026637305,-0.146477872455771,1.17896063423365,0
1,84,0,-0.213363383416186,-3.1270330207214,-0.118839069401113,3.13655578150317,0
1,85,0,-0.189799794567861,-0.734285795717153,-0.00467628163757111,0.758433556364649,0
1,86,0,-1.79878641458903,-0.460159759231566,-0.145626284398576,1.86241418165612,0
1,87,0,-0.166795708381138,-0.41317717576739,0.000779363461736681,0.445574678720513,1
1,88,0,-0.715710402123531,0.0118903116627132,0.00326418341406646,0.715816606480057,2
1,89,0,-1.86944081114005,-0.632761745390961,0.000736033088336609,1.97362532273248,1
1,90,0,-1.87852082042994,-1.9800415804589,-0.145444584837094,2.73323238316711,0
1,91,0,-2.01948965649407,-1.04536118564218,-0.00648938634328453,2.27401860002702,0
1,92,0,-0.978342066548854,-2.06384964973628,-0.0327257077896014,2.28422843600328,0
1,93,0,-0.318066674023557,-0.773843181518649,-0.0192640437022148,0.836881581878269,0
1,94,0,-0.260150458193145,0.0598797623250085,-0.00665651009085026,0.26703587017626,1
1,95,0,-1.95943423659192,-1.01122718634167,-0.079839344011677,2.20643088964447,0
1,96,0,-1.1418941567921,0.0618218760145833,0.0020885530953162,1.14356835026331,2
1,97,0,-0.765624058243408,0.190373697973498,0.000941096371756974,0.788938038824084,2
1,98,0,-1.14571146650093,-1.14673339980851,-0.076018111075572,1.62278495430528,0
1,99,0,-1.60560256222233,-0.673038157077373,-0.0578911819643668,1.74192173694636,0
1,100,0,-0.221233170845416,-0.64574855187592,-0.0167175470035427,0.682799227086543,0
1,101,0,-1.65139042891669,-1.71216782716859,-0.00547977707587667,2.37878940746458,0
1,102,0,-2.87898871438229,-2.09081084170912,-0.0607379805177325,3.55861702008327,0
1,103,0,-0.291527455441717,0.237205649461353,-0.122754830047087,0.395377700069938,1
1,104,0,-2.14986187698596,-1.08232377199094,-0.00811870050482896,2.40694760035033,0
1,105,0,-0.977877457763582,-0.538141928387724,-0.0169856424606589,1.11630173767706,0
1,106,0,-2.34604401885751,-2.82568526222633,-0.0559655775953524,3.67308479148736,0
1,107,0,0.0553559693912399,0.132822163866355,-0.128366786180958,0.192831642517021,2
1,108,0,-0.228619118680231,0.0294213702280639,-0.0116617419608953,0.230799295228093,1
1,109,0,-2.33545060664876,-1.34789641822685,-0.0836403744400065,2.69780466353688,0
1,110,0,-0.275834651759299,-3.75035111480986,-0.0578360759107217,3.76092585025861,0
1,111,0,-0.309622171552541,-0.334687839287779,-0.037958921332336,0.457517998107995,0
1,112,0,-0.720057085062907,-2.8906662305214,0.0000365928914931375,2.9789987350392,1
1,113,0,-0.703470115890389,-0.474409932037769,-0.0258043168327286,0.848882118043561,0
1,114,0,-0.302905433773,0.0207211163360765,-0.0729036744693659,0.312243514300229,1
1,115,0,-0.183402364358287,0.259402128635404,-0.0191663970193361,0.318265993105596,1
1,116,0,-1.45148941322281,-1.29834939087764,-0.0785055655970063,1.9490243152203,0
1,117,0,0.0629266638160515,0.0244330564027082,0.0000405210855783281,0.0675036362439437,3
1,118,0,-1.65861236076149,-0.646335007285964,-0.00863892120768991,1.7801175623744,0
1,119,0,-0.163311026410568,-1.54790435175297,-0.0317072042117991,1.55681846093948,0
1,120,0,-0.227856776196058,-0.548149535270983,-0.0245859098523901,0.594130533165503,0
1,121,0,-0.785657233318377,-0.425686189388857,-0.0257413731527283,0.893939952342259,0
1,122,0,-1.07905097192269,-0.992753675923563,-0.10022257185023,1.46967868086032,0
1,123,0,-0.456822355058019,-0.332026068009164,-0.0377336355538752,0.565996290774501,0
1,124,0,-2.61243370263143,-1.39535019390141,-0.0245770109381192,2.96182647090134,0
1,125,0,-2.23138619046598,-1.56715969697076,-0.0071479792249946,2.72674255118058,0
1,126,0,-2.48758923944654,-1.53938315477618,-0.0119044324480061,2.9253961162432,0
1,127,0,-0.665713914661971,0.192252992032347,0.000728643927878297,0.692919014057147,2
1,128,0,-1.51851868159979,0.251502769118245,0.00274591873141566,1.53920764333841,2
1,129,0,-1.3937050929082,-0.904844920226611,-0.313430232770027,1.69097508156461,0
1,130,0,-0.44751040363725,0.099523746393178,-0.223243106304322,0.509909817489437,1
1,131,0,-0.135018363851562,0.234634640100888,0.00183470096366816,0.270715236069291,2
1,132,0,-0.733238288480555,0.146133104226456,-0.0560981720826818,0.749760146150602,1
1,133,0,-1.50497945353476,-0.336682606692189,-0.0450809361704593,1.54283849576578,0
1,134,0,-0.42849008865986,-2.39426253514637,-0.0204926621490779,2.43238911206394,0
1,135,0,-0.46301770463175,0.140005752332251,-0.0297479542541317,0.484635890407303,1
1,136,0,-1.67430777445327,0.374342748129199,-0.00595169320713545,1.71565568787086,1
1,137,0,-1.08443162781954,0.346928479208296,-0.0563001915759403,1.13996536643558,1
1,138,0,-0.26550043691825,0.220272469273085,-0.00512940867821799,0.345017033719833,1
1,139,0,-2.78039721822142,-1.90331242295735,-0.285216176210523,3.38150190561078,0
1,140,0,-1.20176464093022,-4.19048213202233,-0.0171976598513066,4.35943511369225,0
1,141,0,-0.243879877350837,-0.18386533065886,-0.0863485222675126,0.317395528785039,0
1,142,0,-1.52071119654257,-1.47719482827388,-0.102400377002828,2.1225345559447,0
1,143,0,-1.34449762459754,-0.432077680941152,-0.00840719012470473,1.41224490289812,0
1,144,0,-1.96913277691771,-2.2044145176357,-0.219196821915164,2.96394576627718,0
1,145,0,-1.15356061595522,-0.91480172861504,-0.0227543816999604,1.47244085084821,0
1,146,0,-0.504969073626369,0.249647499896493,0.00211400216296133,0.563313508207275,2
1,147,0,-0.72671764216532,-2.09856325164345,-0.0523574896016502,2.22144717679715,0
1,148,0,-1.62168187389299,-1.82613595310299,-0.160915269624057,2.44755354248413,0
1,149,0,-2.63527087483633,-2.66653328168162,-0.0130028999683801,3.74902939458788,0
1,150,0,-1.18195714634929,-0.273931902783954,-0.0119601626267752,1.21334431578965,0
1,151,0,-1.99077406349355,-1.17377602417942,-0.0824342828616521,2.31251528379987,0
1,152,0,-0.9763100332923,0.341189266212871,-0.191954724393587,1.05187357258518,1
1,153,0,-0.443805890731746,0.0160135757922963,0.0000482670832450496,0.444094703399585,2
1,154,0,-4.11306719414992,-3.45583127806774,-0.0850330556448553,5.37283185914244,0
1,155,0,-1.10127523879077,-0.314918246594656,-0.00443959422380453,1.14542584378422,0
1,156,0,-1.47776124574248,-0.446544330582582,-0.0614069484077254,1.54497603602986,0
1,157,0,-2.13197033852024,-1.18566946462783,-0.0130362195657171,2.43952445093332,0
1,158,0,-0.230291675677958,-0.984507256487041,-0.0128310892414255,1.01116439356483,0
1,159,0,-1.27236511033427,-1.22106021227797,-0.0381102679075172,1.76390289089968,0
1,160,0,-0.302887237127498,-0.337694500999745,-0.0313127351603536,0.454707314438001,0
1,161,0,-1.10627457178106,-0.493718272344279,-0.10850774329574,1.21629564291381,0
1,162,0,-1.18718266146439,-1.19900241703298,-0.112354824546233,1.69104496520093,0
1,163,0,-1.36297392521857,-2.07550543251713,-0.0242675590480906,2.48314510966556,0
1,164,0,-0.274399995181178,0.117185640294117,-0.120585530658183,0.321820915806739,1
1,165,0,-1.6346445414461,0.35581768898859,0.0000811920547011585,1.67292229684133,2
1,166,0,-2.41955944037517,-1.18080677798746,-0.0520040144523881,2.69281951678327,0
1,167,0,-0.36299841700975,-0.448489382426728,-0.166333425816806,0.600480961767354,0
1,168,0,-3.79874187972082,-2.84304983314636,-0.103338082993908,4.74595100921778,0
1,169,0,-1.53934061875068,-1.03820337771569,-0.0195629119889666,1.85683022960137,0
1,170,0,-1.34364956076566,-0.786262450345705,-0.00544613284012725,1.5568019923331,0
1,171,0,-0.821328917106435,-0.481486582165327,-0.134149742124399,0.961460697164747,0
1,172,0,-0.918536902519054,-0.510906352787699,-0.10156738395742,1.05595988375131,0
1,173,0,0.149504275805952,-0.58214293215281,0.0000617117450536568,0.601034047078926,2
1,174,0,-3.15247699878275,-2.51619365403273,-0.0119755166055633,4.03354498492912,0
1,175,0,-2.53907907752259,-2.5959202350988,-0.0438563732405277,3.63148011289917,0
1,176,0,-0.209206440602404,-0.469888575723577,0.0027916408049963,0.514364074993037,1
1,177,0,-0.750496591976337,0.0246126589983714,-0.0137603840527087,0.751026141835519,1
1,178,0,-1.88763877980964,-0.55775368602973,-0.207931449950237,1.97926876022418,0
1,179,0,-0.5754614937418,-1.27739859134324,-0.00404278873859837,1.40104226777282,0
1,180,0,-1.04269326799553,-4.36103824212076,0.000139907902507389,4.48395626873603,1
1,181,0,-0.288127593791506,-1.56854205054754,0.000490535824806909,1.59478585247843,1
1,182,0,-1.87064886710313,-0.784656280416271,-0.00985353404427757,2.02857332983653,0
1,183,0,-1.11440844158549,-0.730798735444442,-0.0210735342571476,1.33282296658269,0
1,184,0,-1.6722098248174,-0.935394793418334,0.00282365784438999,1.91605247600727,1
1,185,0,-0.964149136436634,-3.69432502416946,-0.0245814512796826,3.81814420749704,0
1,186,0,-0.349227884994975,-0.783592908944662,0.00305174270949061,0.857897007653008,1
1,187,0,-0.109160490433269,0.225370834227851,-0.00855636312926202,0.250561842550276,1
1,188,0,-0.264918161338047,-1.30866519580251,-0.038389324708061,1.33576194254931,0
1,189,0,-0.398195274630209,-0.514063410735001,-0.0510855500672569,0.65225025904173,0
1,190,0,-0.531674011798995,-1.23359588158065,-0.036927665123742,1.3438004711737,0
1,191,0,-0.821584185027213,0.237683202990232,-0.00865558529672015,0.855317950955874,1
1,192,0,-1.69895183819041,-1.56284481415412,0.00245443818759098,2.30844694240215,1
1,193,0,-0.476536085324456,-0.543588692060366,-0.0374860534319152,0.723864981163033,0
1,194,0,-0.591430171340415,-0.976409541372055,-0.0557307860714785,1.14292220232625,0
1,195,0,-0.466747060736678,-0.346957137368375,-0.0185252749004362,0.581872202195054,0
1,196,0,-1.68894759711829,-2.09654885677548,0.00246149268305309,2.69222345907699,1
1,197,0,-0.494267568244278,0.0491822469039298,-0.10106281231747,0.506885602934377,1
1,198,0,-2.24639020648109,-1.74325106435038,0.000354719293058687,2.8434474426229,1
1,199,0,-1.55414917476672,-2.20827508067051,-0.0300420483172159,2.70051125048675,0
1,200,0,-0.408757890694689,-0.363686412992892,0.00108618750978433,0.547130697369572,1
1,201,0,-0.105702021918659,-2.28948215505779,-0.0558217080524186,2.29260060168701,0
1,202,0,-0.448067726340658,0.309603558112794,0.00103593268578799,0.544628427224212,2
1,203,0,-1.14464881520368,-0.426679501350328,-0.155413219582269,1.23143395106708,0
1,204,0,-0.2660897372525,-0.767020799173671,-0.0134763331915072,0.811976764564362,0
1,205,0,-0.881161499003169,-0.400113838385772,0.000321527946264893,0.967748301147322,1
1,206,0,0.0638642703549522,-0.702886184768913,-0.00560939816040284,0.705803867313498,1
1,207,0,-1.54668700298324,-0.746611804488734,-0.00785518428884564,1.71747826062499,0
1,208,0,-0.502419060821579,-2.26172459925447,-0.00747762836864975,2.31686835846917,0
1,209,0,-2.24253439022773,-1.86924235066933,-0.0051621840771738,2.91942701656238,0
1,210,0,-0.338231651543915,-0.487411638590942,-0.00540058622879712,0.593295813124993,0
1,211,0,-2.96135347507128,-1.79831585406284,-0.0834546046493733,3.4656195674551,0
1,212,0,-0.948681526521063,-1.33693620062719,0.00327135896973385,1.63933088334824,1
1,213,0,-0.750653811453326,0.00452449603204667,-0.0629692108379976,0.753303881064813,1
1,214,0,-1.73697565012077,-0.511992321076145,-0.0359994737939015,1.8112196189493,0
1,215,0,-0.379818389113425,-3.49463934972342,-0.00383789711806207,3.51522131917726,0
1,216,0,-1.04995091912514,-0.904582366812073,-0.0577562979820631,1.38708398479532,0
1,217,0,-3.11045599278625,-1.20537644061783,-0.0872560008309737,3.33698703268943,0
1,218,0,-0.705841910945526,0.137823058129655,-0.069293975803257,0.722502355485478,1
1,219,0,-0.210103133359822,-2.33701252929975,-0.160242119132376,2.35190314968446,0
1,220,0,0.0176601723084586,0.264423902761087,-0.0148612286626511,0.265429346822714,2
1,221,0,-0.239292610798976,-0.672206988002049,-0.0200173726060717,0.713809416796828,0
1,222,0,-0.197971204770098,-2.6314516138069,-0.202213019140507,2.64662432143948,0
1,223,0,-2.35093320764449,-0.977808175155149,-0.100610369821727,2.54815977142751,0
1,224,0,-1.39132294382232,0.138369042101112,-0.0306661223548693,1.39852276952456,1
1,225,0,-0.194638540105511,0.151075049405188,-0.00626910041069081,0.246469335754256,1
1,226,0,-0.268008982302024,0.147719766995056,0.00021797065926553,0.306022861346744,2
1,227,0,-0.467267782116255,0.0519430038938012,-0.156442461776696,0.49549117015756,1
1,228,0,-0.563200225508026,-3.992816599529,-0.0216696719627463,4.03239983957067,0
1,229,0,-1.49694766764701,0.236381598574653,-0.0091674091587522,1.51552387681924,1
1,230,0,-0.356046931625027,-0.422536296937004,-0.0213273242385858,0.55295677453849,0
1,231,0,-0.803395840052803,0.00411431550296155,-0.130361672506832,0.813913981367187,1
1,232,0,-1.29383400710936,-1.31328957117623,-0.0176861668608483,1.84365092580215,0
1,233,0,-0.404631983510152,-0.974805156679112,0.0000392173942182636,1.05544878469093,1
1,234,0,0.0516453351502031,0.094964058285205,-0.0864860695557591,0.138438626242737,2
1,235,0,-0.592569622421694,0.136581738379801,-0.0119509667344442,0.608223769908514,1
1,236,0,-0.766383268883434,-4.87005670871241,0.0000276795960012588,4.92998941800744,1
1,237,0,-1.0339304685838,-3.745191271452,-0.0435537755740731,3.8855330142714,0
1,238,0,-1.18070308072255,0.0820924780990776,0.00313198825530414,1.18355766616528,2
1,239,0,-1.5796830740705,-0.678753454785878,-0.157560245044349,1.72653702471364,0
1,240,0,-1.83315035421328,-2.45936624702956,-0.0403748925557037,3.06766241462933,0
1,241,0,-1.37356900527687,-0.835688463381697,-0.0260008789153641,1.60802458494605,0
1,242,0,-1.34786230485729,0.248180294970629,-0.248882230786448,1.39293525207318,1
1,243,0,-1.89074814950907,-0.932790201260711,0.0000105810640415069,2.10832305981601,1
1,244,0,0.0135310337464857,-1.27392689474647,0.0000533446320661078,1.27399875387627,2
1,245,0,-1.44510262160831,0.267918324939502,-0.0511782321254578,1.47061926658842,1
1,246,0,-1.0803811656881,-0.748003697927364,-0.0376977334535288,1.31459275610135,0
1,247,0,-0.636395567477178,-0.603412218984054,-0.00915335480310407,0.877034439590607,0
1,248,0,-0.699627091337724,-0.450866704862833,-0.0104874097552988,0.83238743278051,0
1,249,0,-2.28205468251597,-0.820143252677857,0.000428450602532324,2.42495540422417,1
